bin_id,date,fullness_today,is_holiday_today,pickup_today
BIN_A01,2024-01-01,12.67,0,0
BIN_A01,2024-01-02,24.26,0,0
BIN_A01,2024-01-03,38.39,0,0
BIN_A01,2024-01-04,50.39,0,0
BIN_A01,2024-01-05,63.4,0,0
BIN_A01,2024-01-06,80.31,0,0
BIN_A01,2024-01-07,94.15,0,1
BIN_A01,2024-01-08,14.09,0,0
BIN_A01,2024-01-09,24.93,0,0
BIN_A01,2024-01-10,36.49,0,0
BIN_A01,2024-01-11,61.9,1,0
BIN_A01,2024-01-12,81.13,0,0
BIN_A01,2024-01-13,96.46,0,1
BIN_A01,2024-01-14,18.86,0,0
BIN_A01,2024-01-15,33.77,0,0
BIN_A01,2024-01-16,44.53,0,0
BIN_A01,2024-01-17,54.66,0,0
BIN_A01,2024-01-18,65.98,0,0
BIN_A01,2024-01-19,85.2,0,1
BIN_A01,2024-01-20,17.09,0,0
BIN_A01,2024-01-21,34.29,0,0
BIN_A01,2024-01-22,45.92,0,0
BIN_A01,2024-01-23,57.02,0,0
BIN_A01,2024-01-24,70.15,0,0
BIN_A01,2024-01-25,81.7,0,0
BIN_A01,2024-01-26,96.77,0,1
BIN_A01,2024-01-27,20.31,0,0
BIN_A01,2024-01-28,33.49,0,0
BIN_A01,2024-01-29,46.04,0,0
BIN_A01,2024-01-30,59.33,0,0
BIN_A01,2024-01-31,71.57,0,0
BIN_A01,2024-02-01,83.76,0,0
BIN_A01,2024-02-02,99.63,0,1
BIN_A01,2024-02-03,16.46,0,0
BIN_A01,2024-02-04,30.71,0,0
BIN_A01,2024-02-05,41.81,0,0
BIN_A01,2024-02-06,52.99,0,0
BIN_A01,2024-02-07,63.48,0,0
BIN_A01,2024-02-08,76.46,0,0
BIN_A01,2024-02-09,95.05,0,1
BIN_A01,2024-02-10,19.45,0,0
BIN_A01,2024-02-11,33.61,0,0
BIN_A01,2024-02-12,46.32,0,0
BIN_A01,2024-02-13,59.61,0,0
BIN_A01,2024-02-14,72.84,0,0
BIN_A01,2024-02-15,94.74,1,1
BIN_A01,2024-02-16,21.74,0,0
BIN_A01,2024-02-17,37.34,0,0
BIN_A01,2024-02-18,54.53,0,0
BIN_A01,2024-02-19,68.79,0,0
BIN_A01,2024-02-20,81.18,0,0
BIN_A01,2024-02-21,93.67,0,1
BIN_A01,2024-02-22,15.07,0,0
BIN_A01,2024-02-23,30.73,0,0
BIN_A01,2024-02-24,49.63,0,0
BIN_A01,2024-02-25,68.89,0,0
BIN_A01,2024-02-26,80.58,0,0
BIN_A01,2024-02-27,94.54,0,1
BIN_A01,2024-02-28,14.7,0,0
BIN_A01,2024-02-29,27.65,0,0
BIN_A01,2024-03-01,45.22,0,0
BIN_A01,2024-03-02,62.52,0,0
BIN_A01,2024-03-03,76.64,0,0
BIN_A01,2024-03-04,87.49,0,1
BIN_A01,2024-03-05,16.24,0,0
BIN_A01,2024-03-06,27.22,0,0
BIN_A01,2024-03-07,41.43,0,0
BIN_A01,2024-03-08,55.47,0,0
BIN_A01,2024-03-09,72.32,0,0
BIN_A01,2024-03-10,90.63,0,1
BIN_A01,2024-03-11,15.37,0,0
BIN_A01,2024-03-12,29.44,0,0
BIN_A01,2024-03-13,41.41,0,0
BIN_A01,2024-03-14,55.07,0,0
BIN_A01,2024-03-15,69.86,0,0
BIN_A01,2024-03-16,82.88,0,0
BIN_A01,2024-03-17,99.88,0,1
BIN_A01,2024-03-18,16.81,0,0
BIN_A01,2024-03-19,29.91,0,0
BIN_A01,2024-03-20,43.77,0,0
BIN_A01,2024-03-21,57.19,0,0
BIN_A01,2024-03-22,70.8,0,0
BIN_A01,2024-03-23,87.87,0,1
BIN_A01,2024-03-24,19.01,0,0
BIN_A01,2024-03-25,29.5,0,0
BIN_A01,2024-03-26,42.26,0,0
BIN_A01,2024-03-27,55.5,0,0
BIN_A01,2024-03-28,67.66,0,0
BIN_A01,2024-03-29,86.16,0,1
BIN_A01,2024-03-30,17.17,0,0
BIN_A01,2024-03-31,31.3,0,0
BIN_A01,2024-04-01,43.64,0,0
BIN_A01,2024-04-02,57.31,0,0
BIN_A01,2024-04-03,71.15,0,0
BIN_A01,2024-04-04,84.1,0,0
BIN_A01,2024-04-05,98.27,0,1
BIN_A01,2024-04-06,15.38,0,0
BIN_A01,2024-04-07,34.47,0,0
BIN_A01,2024-04-08,44.82,0,0
BIN_A01,2024-04-09,59.78,0,0
BIN_A01,2024-04-10,87.32,1,1
BIN_A01,2024-04-11,14.6,0,0
BIN_A01,2024-04-12,30.6,0,0
BIN_A01,2024-04-13,48.35,0,0
BIN_A01,2024-04-14,66.54,0,0
BIN_A01,2024-04-15,80.02,0,0
BIN_A01,2024-04-16,93.26,0,1
BIN_A01,2024-04-17,17.42,0,0
BIN_A01,2024-04-18,29.26,0,0
BIN_A01,2024-04-19,46.73,0,0
BIN_A01,2024-04-20,62.06,0,0
BIN_A01,2024-04-21,76.45,0,0
BIN_A01,2024-04-22,88.09,0,1
BIN_A01,2024-04-23,11.09,0,0
BIN_A01,2024-04-24,23.73,0,0
BIN_A01,2024-04-25,36.71,0,0
BIN_A01,2024-04-26,50.02,0,0
BIN_A01,2024-04-27,66.27,0,0
BIN_A01,2024-04-28,80.03,0,0
BIN_A01,2024-04-29,90.97,0,1
BIN_A01,2024-04-30,15.73,0,0
BIN_A01,2024-05-01,25.99,0,0
