bin_id,date,fullness_today,is_holiday_today,pickup_today
BIN_A02,2024-01-01,17.71,0,0
BIN_A02,2024-01-02,36.65,0,0
BIN_A02,2024-01-03,59.2,0,0
BIN_A02,2024-01-04,82.9,0,0
BIN_A02,2024-01-05,100.0,0,1
BIN_A02,2024-01-06,31.12,0,0
BIN_A02,2024-01-07,100.0,1,1
BIN_A02,2024-01-08,17.71,0,0
BIN_A02,2024-01-09,40.17,0,0
BIN_A02,2024-01-10,59.28,0,0
BIN_A02,2024-01-11,100.0,1,1
BIN_A02,2024-01-12,30.55,0,0
BIN_A02,2024-01-13,66.0,0,0
BIN_A02,2024-01-14,90.69,0,1
BIN_A02,2024-01-15,25.44,0,0
BIN_A02,2024-01-16,43.31,0,0
BIN_A02,2024-01-17,64.58,0,0
BIN_A02,2024-01-18,87.77,0,1
BIN_A02,2024-01-19,29.92,0,0
BIN_A02,2024-01-20,56.38,0,0
BIN_A02,2024-01-21,87.13,0,1
BIN_A02,2024-01-22,26.0,0,0
BIN_A02,2024-01-23,46.61,0,0
BIN_A02,2024-01-24,100.0,1,1
BIN_A02,2024-01-25,24.62,0,0
BIN_A02,2024-01-26,60.64,0,0
BIN_A02,2024-01-27,91.11,0,1
BIN_A02,2024-01-28,35.09,0,0
BIN_A02,2024-01-29,58.82,0,0
BIN_A02,2024-01-30,78.44,0,0
BIN_A02,2024-01-31,95.68,0,1
BIN_A02,2024-02-01,27.38,0,0
BIN_A02,2024-02-02,51.71,0,0
BIN_A02,2024-02-03,81.57,0,0
BIN_A02,2024-02-04,100.0,0,1
BIN_A02,2024-02-05,25.82,0,0
BIN_A02,2024-02-06,45.53,0,0
BIN_A02,2024-02-07,67.79,0,0
BIN_A02,2024-02-08,86.2,0,1
BIN_A02,2024-02-09,37.68,0,0
BIN_A02,2024-02-10,63.97,0,0
BIN_A02,2024-02-11,94.69,0,1
BIN_A02,2024-02-12,21.55,0,0
BIN_A02,2024-02-13,44.56,0,0
BIN_A02,2024-02-14,69.91,0,0
BIN_A02,2024-02-15,100.0,1,1
BIN_A02,2024-02-16,35.71,0,0
BIN_A02,2024-02-17,70.67,0,0
BIN_A02,2024-02-18,100.0,0,1
BIN_A02,2024-02-19,26.39,0,0
BIN_A02,2024-02-20,52.12,0,0
BIN_A02,2024-02-21,75.8,0,0
BIN_A02,2024-02-22,95.14,0,1
BIN_A02,2024-02-23,35.67,0,0
BIN_A02,2024-02-24,65.85,0,0
BIN_A02,2024-02-25,90.57,0,1
BIN_A02,2024-02-26,21.51,0,0
BIN_A02,2024-02-27,42.29,0,0
BIN_A02,2024-02-28,65.76,0,0
BIN_A02,2024-02-29,100.0,1,1
BIN_A02,2024-03-01,27.88,0,0
BIN_A02,2024-03-02,58.14,0,0
BIN_A02,2024-03-03,91.18,0,1
BIN_A02,2024-03-04,23.32,0,0
BIN_A02,2024-03-05,47.7,0,0
BIN_A02,2024-03-06,70.26,0,0
BIN_A02,2024-03-07,89.38,0,1
BIN_A02,2024-03-08,34.02,0,0
BIN_A02,2024-03-09,65.22,0,0
BIN_A02,2024-03-10,95.38,0,1
BIN_A02,2024-03-11,22.92,0,0
BIN_A02,2024-03-12,42.21,0,0
BIN_A02,2024-03-13,65.86,0,0
BIN_A02,2024-03-14,89.92,0,1
BIN_A02,2024-03-15,27.59,0,0
BIN_A02,2024-03-16,53.21,0,0
BIN_A02,2024-03-17,79.85,0,0
BIN_A02,2024-03-18,100.0,0,1
BIN_A02,2024-03-19,27.87,0,0
BIN_A02,2024-03-20,45.46,0,0
BIN_A02,2024-03-21,64.29,0,0
BIN_A02,2024-03-22,94.76,0,1
BIN_A02,2024-03-23,31.09,0,0
BIN_A02,2024-03-24,65.9,0,0
BIN_A02,2024-03-25,89.66,0,1
BIN_A02,2024-03-26,19.57,0,0
BIN_A02,2024-03-27,39.43,0,0
BIN_A02,2024-03-28,59.83,0,0
BIN_A02,2024-03-29,90.41,0,1
BIN_A02,2024-03-30,28.13,0,0
BIN_A02,2024-03-31,58.78,0,0
BIN_A02,2024-04-01,77.49,0,0
BIN_A02,2024-04-02,95.03,0,1
BIN_A02,2024-04-03,25.02,0,0
BIN_A02,2024-04-04,42.09,0,0
BIN_A02,2024-04-05,77.49,0,0
BIN_A02,2024-04-06,100.0,0,1
BIN_A02,2024-04-07,24.91,0,0
BIN_A02,2024-04-08,46.36,0,0
BIN_A02,2024-04-09,70.85,0,0
BIN_A02,2024-04-10,100.0,1,1
BIN_A02,2024-04-11,23.92,0,0
BIN_A02,2024-04-12,53.9,0,0
BIN_A02,2024-04-13,81.84,0,0
BIN_A02,2024-04-14,100.0,0,1
BIN_A02,2024-04-15,21.16,0,0
BIN_A02,2024-04-16,46.08,0,0
BIN_A02,2024-04-17,66.19,0,0
BIN_A02,2024-04-18,85.21,0,1
BIN_A02,2024-04-19,29.49,0,0
BIN_A02,2024-04-20,54.46,0,0
BIN_A02,2024-04-21,89.86,0,1
BIN_A02,2024-04-22,25.53,0,0
BIN_A02,2024-04-23,48.42,0,0
BIN_A02,2024-04-24,73.94,0,0
BIN_A02,2024-04-25,93.33,0,1
BIN_A02,2024-04-26,27.0,0,0
BIN_A02,2024-04-27,57.14,0,0
BIN_A02,2024-04-28,83.55,0,0
BIN_A02,2024-04-29,100.0,0,1
BIN_A02,2024-04-30,61.9,1,0
BIN_A02,2024-05-01,83.59,0,0
BIN_A02,2024-05-02,100.0,0,1
BIN_A02,2024-05-03,29.94,0,0
BIN_A02,2024-05-04,61.8,0,0
BIN_A02,2024-05-05,92.59,0,1
BIN_A02,2024-05-06,19.26,0,0
