trash_generated_today,trash_generated_yesterday,trash_generated_2_days_ago,day_of_week_tomorrow,is_weekend_tomorrow,is_holiday_tomorrow,target_trash_generated_tomorrow
12.0,14.129999999999999,11.590000000000002,4,0,0.0,13.009999999999998
13.009999999999998,12.0,14.129999999999999,5,1,0.0,16.910000000000004
16.910000000000004,13.009999999999998,12.0,6,1,0.0,13.840000000000003
13.840000000000003,16.910000000000004,13.009999999999998,0,0,0.0,14.09
14.09,13.840000000000003,16.910000000000004,1,0,0.0,10.84
10.84,14.09,13.840000000000003,2,0,0.0,11.560000000000002
11.560000000000002,10.84,14.09,3,0,1.0,25.409999999999997
25.409999999999997,11.560000000000002,10.84,4,0,0.0,19.229999999999997
19.229999999999997,25.409999999999997,11.560000000000002,5,1,0.0,15.329999999999998
15.329999999999998,19.229999999999997,25.409999999999997,6,1,0.0,18.86
18.86,15.329999999999998,19.229999999999997,0,0,0.0,14.910000000000004
14.910000000000004,18.86,15.329999999999998,1,0,0.0,10.759999999999998
10.759999999999998,14.910000000000004,18.86,2,0,0.0,10.129999999999995
10.129999999999995,10.759999999999998,14.910000000000004,3,0,0.0,11.320000000000007
11.320000000000007,10.129999999999995,10.759999999999998,4,0,0.0,19.22
19.22,11.320000000000007,10.129999999999995,5,1,0.0,17.09
17.09,19.22,11.320000000000007,6,1,0.0,17.2
17.2,17.09,19.22,0,0,0.0,11.630000000000003
11.630000000000003,17.2,17.09,1,0,0.0,11.100000000000001
11.100000000000001,11.630000000000003,17.2,2,0,0.0,13.130000000000003
13.130000000000003,11.100000000000001,11.630000000000003,3,0,0.0,11.549999999999997
11.549999999999997,13.130000000000003,11.100000000000001,4,0,0.0,15.069999999999993
15.069999999999993,11.549999999999997,13.130000000000003,5,1,0.0,20.31
20.31,15.069999999999993,11.549999999999997,6,1,0.0,13.180000000000003
13.180000000000003,20.31,15.069999999999993,0,0,0.0,12.549999999999997
12.549999999999997,13.180000000000003,20.31,1,0,0.0,13.29
13.29,12.549999999999997,13.180000000000003,2,0,0.0,12.239999999999995
12.239999999999995,13.29,12.549999999999997,3,0,0.0,12.190000000000012
12.190000000000012,12.239999999999995,13.29,4,0,0.0,15.86999999999999
15.86999999999999,12.190000000000012,12.239999999999995,5,1,0.0,16.46
16.46,15.86999999999999,12.190000000000012,6,1,0.0,14.25
14.25,16.46,15.86999999999999,0,0,0.0,11.100000000000001
11.100000000000001,14.25,16.46,1,0,0.0,11.18
11.18,11.100000000000001,14.25,2,0,0.0,10.489999999999995
10.489999999999995,11.18,11.100000000000001,3,0,0.0,12.979999999999997
12.979999999999997,10.489999999999995,11.18,4,0,0.0,18.590000000000003
18.590000000000003,12.979999999999997,10.489999999999995,5,1,0.0,19.45
19.45,18.590000000000003,12.979999999999997,6,1,0.0,14.16
14.16,19.45,18.590000000000003,0,0,0.0,12.71
12.71,14.16,19.45,1,0,0.0,13.29
13.29,12.71,14.16,2,0,0.0,13.230000000000004
13.230000000000004,13.29,12.71,3,0,1.0,21.89999999999999
21.89999999999999,13.230000000000004,13.29,4,0,0.0,21.74
21.74,21.89999999999999,13.230000000000004,5,1,0.0,15.600000000000005
15.600000000000005,21.74,21.89999999999999,6,1,0.0,17.189999999999998
17.189999999999998,15.600000000000005,21.74,0,0,0.0,14.260000000000005
14.260000000000005,17.189999999999998,15.600000000000005,1,0,0.0,12.39
12.39,14.260000000000005,17.189999999999998,2,0,0.0,12.489999999999995
12.489999999999995,12.39,14.260000000000005,3,0,0.0,15.07
15.07,12.489999999999995,12.39,4,0,0.0,15.66
15.66,15.07,12.489999999999995,5,1,0.0,18.900000000000002
18.900000000000002,15.66,15.07,6,1,0.0,19.259999999999998
19.259999999999998,18.900000000000002,15.66,0,0,0.0,11.689999999999998
11.689999999999998,19.259999999999998,18.900000000000002,1,0,0.0,13.960000000000008
13.960000000000008,11.689999999999998,19.259999999999998,2,0,0.0,14.7
14.7,13.960000000000008,11.689999999999998,3,0,0.0,12.95
12.95,14.7,13.960000000000008,4,0,0.0,17.57
17.57,12.95,14.7,5,1,0.0,17.300000000000004
17.300000000000004,17.57,12.95,6,1,0.0,14.119999999999997
14.119999999999997,17.300000000000004,17.57,0,0,0.0,10.849999999999994
10.849999999999994,14.119999999999997,17.300000000000004,1,0,0.0,16.24
16.24,10.849999999999994,14.119999999999997,2,0,0.0,10.98
10.98,16.24,10.849999999999994,3,0,0.0,14.21
14.21,10.98,16.24,4,0,0.0,14.04
